4.55,0.13816581666469574,MP5-SD | Kitbash (Minimal Wear)
5.4,0.14488494396209717,MAG-7 | Monster Call (Minimal Wear)
5.4,0.13941128551959991,MAG-7 | Monster Call (Minimal Wear)
5.4,0.12624721229076385,MAG-7 | Monster Call (Minimal Wear)
5.4,0.12836968898773193,MAG-7 | Monster Call (Minimal Wear)
5.4,0.129622682929039,MAG-7 | Monster Call (Minimal Wear)
5.4,0.13555490970611572,MAG-7 | Monster Call (Minimal Wear)
5.4,0.1367185413837433,MAG-7 | Monster Call (Minimal Wear)
5.4,0.14280319213867188,MAG-7 | Monster Call (Minimal Wear)
5.4,0.14653819799423218,MAG-7 | Monster Call (Minimal Wear)
5.44,0.14252692461013794,MAG-7 | Monster Call (Minimal Wear)
5.49,0.14186279475688934,MAG-7 | Monster Call (Minimal Wear)
5.49,0.14670264720916748,MAG-7 | Monster Call (Minimal Wear)
5.49,0.14717665314674377,MAG-7 | Monster Call (Minimal Wear)
5.49,0.13525281846523285,MAG-7 | Monster Call (Minimal Wear)
5.49,0.13555485010147095,MAG-7 | Monster Call (Minimal Wear)
5.49,0.1356561928987503,MAG-7 | Monster Call (Minimal Wear)
5.49,0.13592621684074402,MAG-7 | Monster Call (Minimal Wear)
5.49,0.1430686116218567,MAG-7 | Monster Call (Minimal Wear)
5.49,0.1346302032470703,MAG-7 | Monster Call (Minimal Wear)
5.49,0.13180029392242432,MAG-7 | Monster Call (Minimal Wear)
5.49,0.12149259448051453,MAG-7 | Monster Call (Minimal Wear)
5.49,0.1230892539024353,MAG-7 | Monster Call (Minimal Wear)
5.49,0.12413685023784637,MAG-7 | Monster Call (Minimal Wear)
5.49,0.12605182826519012,MAG-7 | Monster Call (Minimal Wear)
5.5,0.14836278557777405,MAG-7 | Monster Call (Minimal Wear)
5.5,0.14644701778888702,MAG-7 | Monster Call (Minimal Wear)
5.5,0.13454078137874603,MAG-7 | Monster Call (Minimal Wear)
5.5,0.14452257752418518,MAG-7 | Monster Call (Minimal Wear)
5.5,0.14661873877048492,MAG-7 | Monster Call (Minimal Wear)
5.5,0.10915955156087875,MAG-7 | Monster Call (Minimal Wear)
5.5,0.14574897289276123,MAG-7 | Monster Call (Minimal Wear)
5.5,0.14855434000492096,MAG-7 | Monster Call (Minimal Wear)
5.5,0.11965974420309067,MAG-7 | Monster Call (Minimal Wear)
5.5,0.14163139462471008,MAG-7 | Monster Call (Minimal Wear)
5.5,0.12730827927589417,MAG-7 | Monster Call (Minimal Wear)
5.5,0.11194604635238647,MAG-7 | Monster Call (Minimal Wear)
5.5,0.12955573201179504,MAG-7 | Monster Call (Minimal Wear)
5.5,0.1493748426437378,MAG-7 | Monster Call (Minimal Wear)
5.5,0.1449151486158371,MAG-7 | Monster Call (Minimal Wear)
5.5,0.10043597966432571,MAG-7 | Monster Call (Minimal Wear)
5.58,0.1281069815158844,MAG-7 | Monster Call (Minimal Wear)
5.59,0.14620333909988403,MAG-7 | Monster Call (Minimal Wear)
5.6,0.1303144246339798,MAG-7 | Monster Call (Minimal Wear)
5.6,0.14820608496665955,MAG-7 | Monster Call (Minimal Wear)
5.6,0.10658968985080719,MAG-7 | Monster Call (Minimal Wear)
5.62,0.115253746509552,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10269511491060257,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10411427170038223,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10503794252872467,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10518249124288559,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10614452511072159,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10662508755922318,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10674141347408295,MAG-7 | Monster Call (Minimal Wear)
5.63,0.1070038229227066,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10705443471670151,MAG-7 | Monster Call (Minimal Wear)
5.63,0.107100710272789,MAG-7 | Monster Call (Minimal Wear)
5.63,0.1074254959821701,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10757741332054138,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10827536880970001,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10866264998912811,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10906735062599182,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10928742587566376,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10930685698986053,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10956354439258575,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10949723422527313,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10920046269893646,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10904832184314728,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10838910192251205,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10762026160955429,MAG-7 | Monster Call (Minimal Wear)
5.63,0.1073358878493309,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10623111575841904,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10591073334217072,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10516279190778732,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10499714314937592,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10471764206886292,MAG-7 | Monster Call (Minimal Wear)
5.63,0.1044529601931572,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10372361540794373,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10307586193084717,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10294879227876663,MAG-7 | Monster Call (Minimal Wear)
5.63,0.1017376109957695,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10522732138633728,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10078203678131104,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10801421105861664,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10557911545038223,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10447318851947784,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10211571305990219,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10381616652011871,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10506366193294525,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10477904975414276,MAG-7 | Monster Call (Minimal Wear)
5.63,0.107930988073349,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10063060373067856,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10399492084980011,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10216343402862549,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10562647879123688,MAG-7 | Monster Call (Minimal Wear)
5.63,0.10731129348278046,MAG-7 | Monster Call (Minimal Wear)
5.63,0.1046001985669136,MAG-7 | Monster Call (Minimal Wear)
5.64,0.09775041043758392,MAG-7 | Monster Call (Minimal Wear)
5.64,0.09174890071153641,MAG-7 | Monster Call (Minimal Wear)
5.64,0.09345360100269318,MAG-7 | Monster Call (Minimal Wear)
5.64,0.09705822169780731,MAG-7 | Monster Call (Minimal Wear)
5.64,0.09245667606592178,MAG-7 | Monster Call (Minimal Wear)
5.64,0.09360947459936142,MAG-7 | Monster Call (Minimal Wear)
5.65,0.11479876935482025,MAG-7 | Monster Call (Minimal Wear)
5.65,0.114331915974617,MAG-7 | Monster Call (Minimal Wear)
5.65,0.11078616976737976,MAG-7 | Monster Call (Minimal Wear)
5.65,0.11021024733781815,MAG-7 | Monster Call (Minimal Wear)
5.66,0.1406225562095642,MAG-7 | Monster Call (Minimal Wear)
5.66,0.12641532719135284,MAG-7 | Monster Call (Minimal Wear)
5.69,0.09742605686187744,MAG-7 | Monster Call (Minimal Wear)
5.69,0.09987489879131317,MAG-7 | Monster Call (Minimal Wear)
5.7,0.09949941188097,MAG-7 | Monster Call (Minimal Wear)
5.72,0.13496236503124237,MAG-7 | Monster Call (Minimal Wear)
5.72,0.13680234551429749,MAG-7 | Monster Call (Minimal Wear)
5.72,0.1496112048625946,MAG-7 | Monster Call (Minimal Wear)
5.75,0.10046270489692688,MAG-7 | Monster Call (Minimal Wear)
5.79,0.1445208638906479,MAG-7 | Monster Call (Minimal Wear)
5.8,0.14006926119327545,MAG-7 | Monster Call (Minimal Wear)
5.8,0.14681294560432434,MAG-7 | Monster Call (Minimal Wear)
5.8,0.1115129217505455,MAG-7 | Monster Call (Minimal Wear)
5.8,0.12604951858520508,MAG-7 | Monster Call (Minimal Wear)
5.83,0.10080906003713608,MAG-7 | Monster Call (Minimal Wear)
5.83,0.10781186074018478,MAG-7 | Monster Call (Minimal Wear)
5.88,0.13859859108924866,MAG-7 | Monster Call (Minimal Wear)
5.88,0.14810553193092346,MAG-7 | Monster Call (Minimal Wear)
5.88,0.13868606090545654,MAG-7 | Monster Call (Minimal Wear)
5.88,0.13647809624671936,MAG-7 | Monster Call (Minimal Wear)
5.88,0.13214652240276337,MAG-7 | Monster Call (Minimal Wear)
5.88,0.1291297972202301,MAG-7 | Monster Call (Minimal Wear)
5.88,0.1295575648546219,MAG-7 | Monster Call (Minimal Wear)
5.88,0.13318388164043427,MAG-7 | Monster Call (Minimal Wear)
5.88,0.1373220831155777,MAG-7 | Monster Call (Minimal Wear)
5.9,0.1467881202697754,MAG-7 | Monster Call (Minimal Wear)
5.9,0.14165745675563812,MAG-7 | Monster Call (Minimal Wear)
5.9,0.10855025053024292,MAG-7 | Monster Call (Minimal Wear)
5.91,0.11790411174297333,MAG-7 | Monster Call (Minimal Wear)
5.93,0.09379671514034271,MAG-7 | Monster Call (Minimal Wear)
5.93,0.09794577956199646,MAG-7 | Monster Call (Minimal Wear)
5.94,0.09373879432678223,MAG-7 | Monster Call (Minimal Wear)
5.95,0.09639767557382584,MAG-7 | Monster Call (Minimal Wear)
5.98,0.1359206587076187,MAG-7 | Monster Call (Minimal Wear)
5.98,0.13020431995391846,MAG-7 | Monster Call (Minimal Wear)
5.98,0.08902211487293243,MAG-7 | Monster Call (Minimal Wear)
5.98,0.08748587965965271,MAG-7 | Monster Call (Minimal Wear)
5.99,0.13626770675182343,MAG-7 | Monster Call (Minimal Wear)
5.99,0.12119477987289429,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08959885686635971,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08822520822286606,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08817440271377563,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08903627097606659,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08824000507593155,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08913762122392654,MAG-7 | Monster Call (Minimal Wear)
5.99,0.0883091390132904,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08801331371068954,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08836707472801208,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08794443309307098,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08773025870323181,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08636768907308578,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08683915436267853,MAG-7 | Monster Call (Minimal Wear)
5.99,0.08590836822986603,MAG-7 | Monster Call (Minimal Wear)
6,0.1321866810321808,MAG-7 | Monster Call (Minimal Wear)
6,0.1273396611213684,MAG-7 | Monster Call (Minimal Wear)
6,0.1305672824382782,MAG-7 | Monster Call (Minimal Wear)
6,0.14775562286376953,MAG-7 | Monster Call (Minimal Wear)
6,0.1331453025341034,MAG-7 | Monster Call (Minimal Wear)
6,0.14564397931098938,MAG-7 | Monster Call (Minimal Wear)
6,0.13922102749347687,MAG-7 | Monster Call (Minimal Wear)
6,0.13471153378486633,MAG-7 | Monster Call (Minimal Wear)
6,0.1325516551733017,MAG-7 | Monster Call (Minimal Wear)
6,0.13419651985168457,MAG-7 | Monster Call (Minimal Wear)
6,0.1475614607334137,MAG-7 | Monster Call (Minimal Wear)
6,0.14709915220737457,MAG-7 | Monster Call (Minimal Wear)
6,0.1330888867378235,MAG-7 | Monster Call (Minimal Wear)
6,0.1317828893661499,MAG-7 | Monster Call (Minimal Wear)
6,0.140116885304451,MAG-7 | Monster Call (Minimal Wear)
6,0.149251326918602,MAG-7 | Monster Call (Minimal Wear)
6,0.13164320588111877,MAG-7 | Monster Call (Minimal Wear)
6,0.13823658227920532,MAG-7 | Monster Call (Minimal Wear)
6,0.1491202414035797,MAG-7 | Monster Call (Minimal Wear)
6,0.13114310801029205,MAG-7 | Monster Call (Minimal Wear)
6,0.1438601016998291,MAG-7 | Monster Call (Minimal Wear)
6,0.13372448086738586,MAG-7 | Monster Call (Minimal Wear)
6,0.1440652310848236,MAG-7 | Monster Call (Minimal Wear)
6,0.11397325992584229,MAG-7 | Monster Call (Minimal Wear)
6,0.14182697236537933,MAG-7 | Monster Call (Minimal Wear)
6,0.14141935110092163,MAG-7 | Monster Call (Minimal Wear)
6,0.13722068071365356,MAG-7 | Monster Call (Minimal Wear)
6,0.1304607093334198,MAG-7 | Monster Call (Minimal Wear)
6,0.13870179653167725,MAG-7 | Monster Call (Minimal Wear)
6,0.141511008143425,MAG-7 | Monster Call (Minimal Wear)
6,0.13091230392456055,MAG-7 | Monster Call (Minimal Wear)
6,0.14800819754600525,MAG-7 | Monster Call (Minimal Wear)
6,0.12394896149635315,MAG-7 | Monster Call (Minimal Wear)
6,0.12176889181137085,MAG-7 | Monster Call (Minimal Wear)
6,0.13987329602241516,MAG-7 | Monster Call (Minimal Wear)
6,0.1361916959285736,MAG-7 | Monster Call (Minimal Wear)
6,0.14931970834732056,MAG-7 | Monster Call (Minimal Wear)
6,0.13738873600959778,MAG-7 | Monster Call (Minimal Wear)
6,0.12274293601512909,MAG-7 | Monster Call (Minimal Wear)
6,0.1323319375514984,MAG-7 | Monster Call (Minimal Wear)
6,0.11738356202840805,MAG-7 | Monster Call (Minimal Wear)
6,0.10965016484260559,MAG-7 | Monster Call (Minimal Wear)
6,0.12060722708702087,MAG-7 | Monster Call (Minimal Wear)
6,0.11513261497020721,MAG-7 | Monster Call (Minimal Wear)
6,0.10363761335611343,MAG-7 | Monster Call (Minimal Wear)
6,0.1398617923259735,MAG-7 | Monster Call (Minimal Wear)
6,0.14598716795444489,MAG-7 | Monster Call (Minimal Wear)
6,0.14466434717178345,MAG-7 | Monster Call (Minimal Wear)
6,0.09418646991252899,MAG-7 | Monster Call (Minimal Wear)
6,0.13672475516796112,MAG-7 | Monster Call (Minimal Wear)
6,0.12306975573301315,MAG-7 | Monster Call (Minimal Wear)
6,0.09780043363571167,MAG-7 | Monster Call (Minimal Wear)
6,0.09836620092391968,MAG-7 | Monster Call (Minimal Wear)
6,0.14944329857826233,MAG-7 | Monster Call (Minimal Wear)
6,0.14867690205574036,MAG-7 | Monster Call (Minimal Wear)
6,0.13863492012023926,MAG-7 | Monster Call (Minimal Wear)
6,0.1206251010298729,MAG-7 | Monster Call (Minimal Wear)
6,0.11869709193706512,MAG-7 | Monster Call (Minimal Wear)
6,0.12172751128673553,MAG-7 | Monster Call (Minimal Wear)
6,0.1084735244512558,MAG-7 | Monster Call (Minimal Wear)
6.03,0.13117220997810364,MAG-7 | Monster Call (Minimal Wear)
6.03,0.08874242007732391,MAG-7 | Monster Call (Minimal Wear)
6.05,0.14552658796310425,MAG-7 | Monster Call (Minimal Wear)
6.06,0.09856397658586502,MAG-7 | Monster Call (Minimal Wear)
6.06,0.0970430001616478,MAG-7 | Monster Call (Minimal Wear)
6.06,0.0964588075876236,MAG-7 | Monster Call (Minimal Wear)
6.06,0.09429029375314713,MAG-7 | Monster Call (Minimal Wear)
6.06,0.0897102952003479,MAG-7 | Monster Call (Minimal Wear)
6.1,0.09223391115665436,MAG-7 | Monster Call (Minimal Wear)
6.1,0.0840764045715332,MAG-7 | Monster Call (Minimal Wear)
6.12,0.09807924926280975,MAG-7 | Monster Call (Minimal Wear)
6.2,0.13869769871234894,MAG-7 | Monster Call (Minimal Wear)
6.2,0.11828184127807617,MAG-7 | Monster Call (Minimal Wear)
6.2,0.1306043416261673,MAG-7 | Monster Call (Minimal Wear)
6.2,0.1290966272354126,MAG-7 | Monster Call (Minimal Wear)
6.21,0.09235524386167526,MAG-7 | Monster Call (Minimal Wear)
6.21,0.11230174452066422,MAG-7 | Monster Call (Minimal Wear)
6.21,0.10476294904947281,MAG-7 | Monster Call (Minimal Wear)
6.23,0.13863103091716766,MAG-7 | Monster Call (Minimal Wear)
6.23,0.08756677806377411,MAG-7 | Monster Call (Minimal Wear)
6.28,0.08920720219612122,MAG-7 | Monster Call (Minimal Wear)
6.3,0.08545098453760147,MAG-7 | Monster Call (Minimal Wear)
6.36,0.1363590657711029,MAG-7 | Monster Call (Minimal Wear)
6.4,0.1447107493877411,MAG-7 | Monster Call (Minimal Wear)
6.43,0.10062891244888306,MAG-7 | Monster Call (Minimal Wear)
6.5,0.1299619972705841,MAG-7 | Monster Call (Minimal Wear)
6.5,0.13852345943450928,MAG-7 | Monster Call (Minimal Wear)
6.5,0.1476266086101532,MAG-7 | Monster Call (Minimal Wear)
6.5,0.13549697399139404,MAG-7 | Monster Call (Minimal Wear)
6.5,0.14038437604904175,MAG-7 | Monster Call (Minimal Wear)
6.5,0.14643555879592896,MAG-7 | Monster Call (Minimal Wear)
6.5,0.12882421910762787,MAG-7 | Monster Call (Minimal Wear)
6.5,0.08914660662412643,MAG-7 | Monster Call (Minimal Wear)
6.5,0.08813794702291489,MAG-7 | Monster Call (Minimal Wear)
6.5,0.08763223141431808,MAG-7 | Monster Call (Minimal Wear)
6.5,0.08750155568122864,MAG-7 | Monster Call (Minimal Wear)
6.5,0.12169649451971054,MAG-7 | Monster Call (Minimal Wear)
6.5,0.1263836771249771,MAG-7 | Monster Call (Minimal Wear)
6.5,0.08133557438850403,MAG-7 | Monster Call (Minimal Wear)
6.5,0.0818236917257309,MAG-7 | Monster Call (Minimal Wear)
6.5,0.0896453782916069,MAG-7 | Monster Call (Minimal Wear)
6.5,0.08819281309843063,MAG-7 | Monster Call (Minimal Wear)
6.5,0.08854157477617264,MAG-7 | Monster Call (Minimal Wear)
6.5,0.08775408565998077,MAG-7 | Monster Call (Minimal Wear)
6.5,0.08342757076025009,MAG-7 | Monster Call (Minimal Wear)
6.56,0.14216376841068268,MAG-7 | Monster Call (Minimal Wear)
6.6,0.12868496775627136,MAG-7 | Monster Call (Minimal Wear)
6.6,0.12986743450164795,MAG-7 | Monster Call (Minimal Wear)
9.69,0.06493911147117615,MAG-7 | Monster Call (Factory New)
9.69,0.06627435982227325,MAG-7 | Monster Call (Factory New)
9.69,0.06925605982542038,MAG-7 | Monster Call (Factory New)
9.69,0.06986500322818756,MAG-7 | Monster Call (Factory New)
9.69,0.06995953619480133,MAG-7 | Monster Call (Factory New)
9.7,0.06767028570175171,MAG-7 | Monster Call (Factory New)
9.7,0.06982021778821945,MAG-7 | Monster Call (Factory New)
9.7,0.06336621940135956,MAG-7 | Monster Call (Factory New)
9.7,0.06875516474246979,MAG-7 | Monster Call (Factory New)
9.7,0.06829061359167099,MAG-7 | Monster Call (Factory New)
9.7,0.06566037982702255,MAG-7 | Monster Call (Factory New)
9.71,0.06956072896718979,MAG-7 | Monster Call (Factory New)
9.71,0.0692627876996994,MAG-7 | Monster Call (Factory New)
9.71,0.06437797099351883,MAG-7 | Monster Call (Factory New)
9.71,0.06012246012687683,MAG-7 | Monster Call (Factory New)
9.71,0.05746961385011673,MAG-7 | Monster Call (Factory New)
9.71,0.05620083585381508,MAG-7 | Monster Call (Factory New)
9.71,0.053963784128427505,MAG-7 | Monster Call (Factory New)
9.71,0.052148763090372086,MAG-7 | Monster Call (Factory New)
9.71,0.06958923488855362,MAG-7 | Monster Call (Factory New)
9.71,0.06773484498262405,MAG-7 | Monster Call (Factory New)
9.74,0.06258329004049301,MAG-7 | Monster Call (Factory New)
9.74,0.06584189832210541,MAG-7 | Monster Call (Factory New)
9.74,0.06644852459430695,MAG-7 | Monster Call (Factory New)
9.74,0.061232928186655045,MAG-7 | Monster Call (Factory New)
9.74,0.05667026340961456,MAG-7 | Monster Call (Factory New)
9.74,0.05884738266468048,MAG-7 | Monster Call (Factory New)
9.74,0.05128201097249985,MAG-7 | Monster Call (Factory New)
9.74,0.05554231256246567,MAG-7 | Monster Call (Factory New)
9.76,0.0698644369840622,MAG-7 | Monster Call (Factory New)
9.8,0.05539577454328537,MAG-7 | Monster Call (Factory New)
9.82,0.06963686645030975,MAG-7 | Monster Call (Factory New)
9.83,0.06613525748252869,MAG-7 | Monster Call (Factory New)
9.83,0.0696069672703743,MAG-7 | Monster Call (Factory New)
9.85,0.05987991765141487,MAG-7 | Monster Call (Factory New)
9.85,0.06664793938398361,MAG-7 | Monster Call (Factory New)
9.89,0.06494952738285065,MAG-7 | Monster Call (Factory New)
9.89,0.05707716941833496,MAG-7 | Monster Call (Factory New)
9.9,0.05125405266880989,MAG-7 | Monster Call (Factory New)
9.99,0.067198745906353,MAG-7 | Monster Call (Factory New)
10,0.05437824875116348,MAG-7 | Monster Call (Factory New)
10,0.0650472640991211,MAG-7 | Monster Call (Factory New)
10,0.06941716372966766,MAG-7 | Monster Call (Factory New)
10,0.06980768591165543,MAG-7 | Monster Call (Factory New)
10.09,0.0696563720703125,MAG-7 | Monster Call (Factory New)
10.1,0.06101362034678459,MAG-7 | Monster Call (Factory New)
10.2,0.06997919082641602,MAG-7 | Monster Call (Factory New)
10.29,0.0699760764837265,MAG-7 | Monster Call (Factory New)
10.29,0.06938940286636353,MAG-7 | Monster Call (Factory New)
10.5,0.05396169796586037,MAG-7 | Monster Call (Factory New)
10.5,0.06228701397776604,MAG-7 | Monster Call (Factory New)
10.5,0.053053244948387146,MAG-7 | Monster Call (Factory New)
10.5,0.06986463814973831,MAG-7 | Monster Call (Factory New)
10.5,0.05629856139421463,MAG-7 | Monster Call (Factory New)
10.65,0.06432881951332092,MAG-7 | Monster Call (Factory New)
10.69,0.06418122351169586,MAG-7 | Monster Call (Factory New)
10.69,0.05930522084236145,MAG-7 | Monster Call (Factory New)
10.69,0.06989778578281403,MAG-7 | Monster Call (Factory New)
10.75,0.058493416756391525,MAG-7 | Monster Call (Factory New)
10.78,0.05351889878511429,MAG-7 | Monster Call (Factory New)
10.78,0.069895900785923,MAG-7 | Monster Call (Factory New)
10.78,0.06052488088607788,MAG-7 | Monster Call (Factory New)
10.85,0.0686054676771164,MAG-7 | Monster Call (Factory New)
10.86,0.03061557747423649,MAG-7 | Monster Call (Factory New)
10.87,0.03693988174200058,MAG-7 | Monster Call (Factory New)
10.88,0.03647898882627487,MAG-7 | Monster Call (Factory New)
10.88,0.0397050604224205,MAG-7 | Monster Call (Factory New)
10.88,0.03428475558757782,MAG-7 | Monster Call (Factory New)
10.88,0.0322549007833004,MAG-7 | Monster Call (Factory New)
10.88,0.031409766525030136,MAG-7 | Monster Call (Factory New)
10.88,0.03693260997533798,MAG-7 | Monster Call (Factory New)
10.88,0.0345684289932251,MAG-7 | Monster Call (Factory New)
10.88,0.03359423950314522,MAG-7 | Monster Call (Factory New)
10.9,0.05639692023396492,MAG-7 | Monster Call (Factory New)
10.92,0.03284013643860817,MAG-7 | Monster Call (Factory New)
10.92,0.03252210468053818,MAG-7 | Monster Call (Factory New)
11,0.069644995033741,MAG-7 | Monster Call (Factory New)
11,0.06848283857107162,MAG-7 | Monster Call (Factory New)
11,0.06861826032400131,MAG-7 | Monster Call (Factory New)
11,0.05605931207537651,MAG-7 | Monster Call (Factory New)
11,0.069791778922081,MAG-7 | Monster Call (Factory New)
11,0.06926290690898895,MAG-7 | Monster Call (Factory New)
11,0.0411996953189373,MAG-7 | Monster Call (Factory New)
11,0.06954731792211533,MAG-7 | Monster Call (Factory New)
11,0.06008255109190941,MAG-7 | Monster Call (Factory New)
11,0.06290590018033981,MAG-7 | Monster Call (Factory New)
11.3,0.0645141676068306,MAG-7 | Monster Call (Factory New)
11.49,0.034014757722616196,MAG-7 | Monster Call (Factory New)
11.49,0.034854501485824585,MAG-7 | Monster Call (Factory New)
11.5,0.04068303108215332,MAG-7 | Monster Call (Factory New)
11.5,0.03355766087770462,MAG-7 | Monster Call (Factory New)
11.68,0.0321936309337616,MAG-7 | Monster Call (Factory New)
11.7,0.06993410736322403,MAG-7 | Monster Call (Factory New)
11.7,0.03041442483663559,MAG-7 | Monster Call (Factory New)
11.74,0.03346797451376915,MAG-7 | Monster Call (Factory New)
11.74,0.03011876344680786,MAG-7 | Monster Call (Factory New)
11.74,0.0326860174536705,MAG-7 | Monster Call (Factory New)
11.85,0.06617104262113571,MAG-7 | Monster Call (Factory New)
11.87,0.03999921679496765,MAG-7 | Monster Call (Factory New)
11.89,0.06581971049308777,MAG-7 | Monster Call (Factory New)
11.93,0.03965730220079422,MAG-7 | Monster Call (Factory New)
11.99,0.05411045253276825,MAG-7 | Monster Call (Factory New)
11.99,0.06549747288227081,MAG-7 | Monster Call (Factory New)
12,0.03958353400230408,MAG-7 | Monster Call (Factory New)
12,0.05336916446685791,MAG-7 | Monster Call (Factory New)
12,0.06090133637189865,MAG-7 | Monster Call (Factory New)
12,0.06117284297943115,MAG-7 | Monster Call (Factory New)
12,0.06764184683561325,MAG-7 | Monster Call (Factory New)
12,0.06235797330737114,MAG-7 | Monster Call (Factory New)
12,0.06657154858112335,MAG-7 | Monster Call (Factory New)
12,0.06590846925973892,MAG-7 | Monster Call (Factory New)
12,0.06984534859657288,MAG-7 | Monster Call (Factory New)
12,0.05475658178329468,MAG-7 | Monster Call (Factory New)
12,0.06097890064120293,MAG-7 | Monster Call (Factory New)
12,0.06718553602695465,MAG-7 | Monster Call (Factory New)
12,0.056787893176078796,MAG-7 | Monster Call (Factory New)
12,0.0638323724269867,MAG-7 | Monster Call (Factory New)
12,0.06999977678060532,MAG-7 | Monster Call (Factory New)
12,0.06411830335855484,MAG-7 | Monster Call (Factory New)
12,0.06502677500247955,MAG-7 | Monster Call (Factory New)
12,0.06854893267154694,MAG-7 | Monster Call (Factory New)
12,0.06683190166950226,MAG-7 | Monster Call (Factory New)
12,0.06962330639362335,MAG-7 | Monster Call (Factory New)
12.08,0.06002103537321091,MAG-7 | Monster Call (Factory New)
12.2,0.03016147017478943,MAG-7 | Monster Call (Factory New)
12.23,0.0692107081413269,MAG-7 | Monster Call (Factory New)
12.23,0.03664616122841835,MAG-7 | Monster Call (Factory New)
12.26,0.06992457807064056,MAG-7 | Monster Call (Factory New)
12.32,0.024989956989884377,MAG-7 | Monster Call (Factory New)
12.33,0.02429771050810814,MAG-7 | Monster Call (Factory New)
12.37,0.024028530344367027,MAG-7 | Monster Call (Factory New)
12.38,0.02797534503042698,MAG-7 | Monster Call (Factory New)
12.38,0.027479784563183784,MAG-7 | Monster Call (Factory New)
12.38,0.029161805287003517,MAG-7 | Monster Call (Factory New)
12.38,0.02088872902095318,MAG-7 | Monster Call (Factory New)
12.4,0.06058338284492493,MAG-7 | Monster Call (Factory New)
12.4,0.028949519619345665,MAG-7 | Monster Call (Factory New)
12.4,0.027854684740304947,MAG-7 | Monster Call (Factory New)
12.4,0.026409242302179337,MAG-7 | Monster Call (Factory New)
12.4,0.027536530047655106,MAG-7 | Monster Call (Factory New)
12.4,0.025931905955076218,MAG-7 | Monster Call (Factory New)
12.4,0.025241577997803688,MAG-7 | Monster Call (Factory New)
12.4,0.025142967700958252,MAG-7 | Monster Call (Factory New)
12.4,0.029397571459412575,MAG-7 | Monster Call (Factory New)
12.41,0.02734575979411602,MAG-7 | Monster Call (Factory New)
12.41,0.026065928861498833,MAG-7 | Monster Call (Factory New)
12.41,0.02744925208389759,MAG-7 | Monster Call (Factory New)
12.41,0.02747318521142006,MAG-7 | Monster Call (Factory New)
12.41,0.025486651808023453,MAG-7 | Monster Call (Factory New)
12.41,0.029776541516184807,MAG-7 | Monster Call (Factory New)
